,steam_id_a,steam_id_b,lat_a,lon_a,country_a,lat_b,lon_b,country_b
45392,7.65611980002459e+16,7.656119800564704e+16,-32.522779,-55.765835,UY,-34.6036844,-58.3815591,AR
45398,7.656119800131861e+16,7.65611980056792e+16,46.227638,2.213749,FR,48.117266,-1.6777926,FR
45451,7.656119796334704e+16,7.656119800579048e+16,53.7190281,-2.0727839,GB,53.81081760000001,-1.76261,GB
45457,7.656119799490325e+16,7.656119800576699e+16,37.7394207,-25.6686725,PT,-14.235004,-51.92528,BR
45471,7.656119797007384e+16,7.656119800575736e+16,50.8021728,8.7667933,DE,53.56382,14.82843,PL
45472,7.65611979703852e+16,7.656119800575736e+16,48.856614,2.3522219,FR,53.56382,14.82843,PL
45473,7.656119799722826e+16,7.656119800575736e+16,52.2296756,21.0122287,PL,53.56382,14.82843,PL
45474,7.65611980036581e+16,7.656119800575736e+16,51.919438,19.145136,PL,53.56382,14.82843,PL
45475,7.656119800560771e+16,7.656119800575736e+16,48.5734053,7.752111299999999,FR,53.56382,14.82843,PL
45480,7.65611979726216e+16,7.656119800574478e+16,51.165691,10.451526,DE,18.109581,-77.297508,JM
45501,7.656119799242954e+16,7.656119800574584e+16,-33.8688197,151.2092955,AU,61.92410999999999,25.7481511,FI
45502,7.656119799942048e+16,7.656119800574584e+16,58.2527926,13.0596425,SE,61.92410999999999,25.7481511,FI
45526,7.656119800521851e+16,7.656119800585088e+16,43.3700007,-80.98222860000001,CA,56.130366,-106.346771,CA
45562,7.656119800126746e+16,7.656119800583288e+16,55.755826,37.6172999,RU,53.2272903,45.0,RU
45580,7.656119800390563e+16,7.656119800587579e+16,59.9342802,30.3350986,RU,50.25465,28.6586669,UA
45586,7.656119799570334e+16,7.656119800592075e+16,-28.016667,153.4,AU,-31.2532183,146.921099,AU
45587,7.656119799707653e+16,7.656119800592075e+16,-25.274398,133.775136,AU,-31.2532183,146.921099,AU
45588,7.656119800128581e+16,7.656119800592075e+16,-25.274398,133.775136,AU,-31.2532183,146.921099,AU
45700,7.656119796811986e+16,7.656119800601458e+16,46.227638,2.213749,FR,46.227638,2.213749,FR
45701,7.656119798839082e+16,7.656119800604016e+16,47.516231,14.550072,AT,48.7904472,11.4978895,DE
45716,7.65611979741768e+16,7.656119800599035e+16,42.9039476,-78.6922515,US,37.09024,-95.712891,US
45717,7.656119799499171e+16,7.656119800599035e+16,19.2823192,166.647047,UM,37.09024,-95.712891,US
45726,7.656119797945302e+16,7.656119800599522e+16,18.4860575,-69.93121169999999,DO,36.204824,138.252924,JP
45727,7.656119799820269e+16,7.656119800599522e+16,35.8255916,139.6797571,JP,36.204824,138.252924,JP
45728,7.656119800546746e+16,7.656119800599522e+16,36.204824,138.252924,JP,36.204824,138.252924,JP
45754,7.656119799587157e+16,7.656119800607152e+16,37.09024,-95.712891,US,43.653226,-79.3831843,CA
45757,7.656119796692216e+16,7.656119800608176e+16,-35.2809368,149.1300092,AU,-27.6728168,121.6283098,AU
45790,7.656119797040086e+16,7.65611980061097e+16,41.87194,12.56738,IT,45.7657286,11.7272747,IT
45791,7.656119798978906e+16,7.65611980061097e+16,41.87194,12.56738,IT,45.7657286,11.7272747,IT
45792,7.656119799243045e+16,7.65611980061097e+16,45.47906709999999,9.8452433,IT,45.7657286,11.7272747,IT
45793,7.65611979984639e+16,7.65611980061097e+16,44.494887,11.3426162,IT,45.7657286,11.7272747,IT
45824,7.656119798634934e+16,7.656119800617325e+16,37.09024,-95.712891,US,55.755826,37.6172999,RU
45825,7.65611979895209e+16,7.656119800617325e+16,37.09024,-95.712891,US,55.755826,37.6172999,RU
45852,7.656119799535491e+16,7.656119800616608e+16,40.2033145,-8.4102573,PT,41.1238759,-8.611785099999999,PT
45853,7.656119799846566e+16,7.656119800616608e+16,41.1238759,-8.611785099999999,PT,41.1238759,-8.611785099999999,PT
45864,7.65611979821357e+16,7.656119800621987e+16,47.7510741,-120.7401385,US,64.2008413,-149.4936733,US
45865,7.656119798340858e+16,7.656119800621987e+16,39.5500507,-105.7820674,US,64.2008413,-149.4936733,US
45866,7.656119799251096e+16,7.656119800621987e+16,32.715738,-117.1610838,US,64.2008413,-149.4936733,US
45896,7.65611979982389e+16,7.656119800624402e+16,48.59585999999999,2.580987,FR,43.296482,5.36978,FR
45904,7.65611979667861e+16,7.656119800618157e+16,55.6760968,12.5683372,DK,56.26392,9.501785,DK
45905,7.6561197967634e+16,7.656119800618157e+16,36.778261,-119.4179324,US,56.26392,9.501785,DK
45906,7.656119799796186e+16,7.656119800618157e+16,55.6760968,12.5683372,DK,56.26392,9.501785,DK
45912,7.656119799713651e+16,7.656119800629493e+16,51.165691,10.451526,DE,61.52401,105.318756,RU
46005,7.656119799999914e+16,7.656119800631584e+16,37.7749295,-122.4194155,US,45.54151,3.248128,FR
46006,7.656119800108424e+16,7.656119800631584e+16,46.227638,2.213749,FR,45.54151,3.248128,FR
46007,7.656119798904755e+16,7.656119800632872e+16,49.6824761,21.7660531,PL,51.8927182,21.0021679,PL
46008,7.656119799538341e+16,7.656119800632872e+16,51.4634771,19.1726974,PL,51.8927182,21.0021679,PL
46011,7.656119800086042e+16,7.65611980063435e+16,64.1033023,-21.8832579,IS,64.963051,-19.020835,IS
46037,7.656119799105763e+16,7.656119800640558e+16,29.7604267,-95.3698028,US,32.3546679,-89.3985283,US
46044,7.656119800190083e+16,7.65611980064243e+16,45.691046,-0.328744,FR,43.4078758,3.7008219,FR
46052,7.656119799267794e+16,7.656119800642733e+16,31.768319,35.21371,IL,55.7113112,9.536354,DK
46053,7.656119800615563e+16,7.656119800642733e+16,46.227638,2.213749,FR,55.7113112,9.536354,DK
46070,7.6561197960761e+16,7.656119800640376e+16,42.0333607,-88.0834059,US,71.706936,-42.604303,GL
46071,7.65611979967965e+16,7.656119800640376e+16,42.8621042,-112.4506191,US,71.706936,-42.604303,GL
46078,7.65611979794077e+16,7.656119800642138e+16,43.2630126,-2.9349852,ES,41.6488226,-0.8890853,ES
46079,7.656119799704778e+16,7.656119800642138e+16,39.4840108,-0.7532808999999999,ES,41.6488226,-0.8890853,ES
46080,7.656119799944984e+16,7.656119800642138e+16,36.7167456,-4.4259962,ES,41.6488226,-0.8890853,ES
46081,7.656119799490245e+16,7.65611980063908e+16,47.3918721,11.7775282,AT,55.99025719999999,13.5957692,SE
46082,7.656119800003222e+16,7.65611980063908e+16,37.09024,-95.712891,US,55.99025719999999,13.5957692,SE
46112,7.656119797650606e+16,7.656119800645765e+16,25.0329636,121.5654268,TW,56.01528339999999,92.8932476,RU
46113,7.656119800559618e+16,7.656119800645765e+16,56.01528339999999,92.8932476,RU,56.01528339999999,92.8932476,RU
46121,7.656119799553853e+16,7.656119800648931e+16,40.6331249,-89.3985283,US,42.0333607,-88.0834059,US
46137,7.656119797045904e+16,7.656119800648107e+16,37.09024,-95.712891,US,47.6062095,-122.3320708,US
46138,7.656119799375875e+16,7.656119800648107e+16,46.5653163,-66.46191639999999,CA,47.6062095,-122.3320708,US
46161,7.656119797091586e+16,7.656119800656645e+16,45.5051064,-122.6750261,US,40.4172871,-82.90712300000001,US
46162,7.656119798510653e+16,7.656119800656645e+16,33.9806005,-117.3754942,US,40.4172871,-82.90712300000001,US
46169,7.65611980021164e+16,7.65611980065112e+16,34.0522342,-118.2436849,US,45.7032695,3.3448536,FR
46182,7.656119800115435e+16,7.656119800656826e+16,40.4172871,-82.90712300000001,US,37.09024,-95.712891,US
46243,7.656119798689794e+16,7.656119800657752e+16,47.7510741,-120.7401385,US,40.0583238,-74.4056612,US
46314,7.656119796199494e+16,7.656119800674475e+16,37.09024,-95.712891,US,55.9392401,-4.1561656,GB
46315,7.656119799656997e+16,7.656119800674475e+16,43.3872247,-87.875644,US,55.9392401,-4.1561656,GB
46370,7.656119798231222e+16,7.656119800679192e+16,37.09024,-95.712891,US,-10.9472468,-37.0730823,BR
46549,7.65611979940681e+16,7.656119800694056e+16,25.0329636,121.5654268,TW,23.69781,120.960515,TW
46550,7.656119800273789e+16,7.656119800694056e+16,25.0329636,121.5654268,TW,23.69781,120.960515,TW
46578,7.656119797793478e+16,7.656119800702227e+16,9.9312328,76.26730409999999,IN,9.9312328,76.26730409999999,IN
46579,7.656119799895256e+16,7.656119800702227e+16,8.5241391,76.9366376,IN,9.9312328,76.26730409999999,IN
46580,7.656119799962371e+16,7.656119800702227e+16,22.572646,88.36389500000001,IN,9.9312328,76.26730409999999,IN
46581,7.656119800353698e+16,7.656119800702227e+16,19.7514798,75.7138884,IN,9.9312328,76.26730409999999,IN
46582,7.656119800628538e+16,7.656119800702227e+16,23.022505,72.5713621,IN,9.9312328,76.26730409999999,IN
46583,7.65611980063249e+16,7.656119800702227e+16,12.9715987,77.5945627,IN,9.9312328,76.26730409999999,IN
46589,7.656119799980318e+16,7.656119800699523e+16,45.1607987,-93.23494889999999,US,61.52401,105.318756,RU
46632,7.656119798100082e+16,7.65611980070667e+16,60.12816100000001,18.643501,SE,57.2350156,16.1849349,SE
46657,7.656119800695597e+16,7.656119800705477e+16,49.106031,7.070862,FR,51.165691,10.451526,DE
46666,7.656119799911338e+16,7.656119800712293e+16,43.0617713,141.3544507,JP,34.7569193,134.84136,JP
46667,7.656119799946501e+16,7.656119800712293e+16,36.204824,138.252924,JP,34.7569193,134.84136,JP
46683,7.656119798746232e+16,7.65611980071224e+16,41.0082376,28.9783589,TR,41.3850639,2.1734035,ES
46684,7.656119799317654e+16,7.65611980071224e+16,43.46230569999999,-3.8099803,ES,41.3850639,2.1734035,ES
46685,7.6561198005937e+16,7.65611980071224e+16,40.46366700000001,-3.74922,ES,41.3850639,2.1734035,ES
46693,7.656119797540205e+16,7.656119800713019e+16,47.910483,33.391783,UA,59.9342802,30.3350986,RU
46694,7.656119800270894e+16,7.656119800713019e+16,59.9342802,30.3350986,RU,59.9342802,30.3350986,RU
46695,7.656119800289286e+16,7.656119800713019e+16,56.8307416,9.4930527,DK,59.9342802,30.3350986,RU
46700,7.656119799846085e+16,7.656119800714186e+16,57.70887,11.97456,SE,60.12816100000001,18.643501,SE
46701,7.656119799943685e+16,7.656119800714186e+16,58.2527926,13.0596425,SE,60.12816100000001,18.643501,SE
46709,7.656119796194203e+16,7.656119800712779e+16,37.5442706,-4.7277528,ES,41.5911589,1.5208624,ES
46710,7.656119796666416e+16,7.656119800712779e+16,60.12816100000001,18.643501,SE,41.5911589,1.5208624,ES
46711,7.656119798660346e+16,7.656119800712779e+16,40.4167754,-3.7037902,ES,41.5911589,1.5208624,ES
46712,7.656119799136037e+16,7.656119800712779e+16,48.3181795,7.441624099999999,FR,41.5911589,1.5208624,ES
46718,7.656119796078021e+16,7.656119800718451e+16,41.6414438,-80.15144839999999,US,55.755826,37.6172999,RU
46749,7.656119798071386e+16,7.6561198007236e+16,22.6350591,120.3355193,TW,23.69781,120.960515,TW
46750,7.656119798983278e+16,7.6561198007236e+16,-23.4543148,-46.5336521,BR,23.69781,120.960515,TW
46751,7.656119799854907e+16,7.6561198007236e+16,-14.235004,-51.92528,BR,23.69781,120.960515,TW
46752,7.656119799968494e+16,7.6561198007236e+16,25.0796514,121.234217,TW,23.69781,120.960515,TW
46753,7.656119800042234e+16,7.6561198007236e+16,-27.5986393,-48.5187229,BR,23.69781,120.960515,TW
46764,7.656119798996414e+16,7.656119800721014e+16,20.1871897,-75.84758529999999,CU,51.919438,19.145136,PL
46765,7.656119799481613e+16,7.656119800721014e+16,52.5463446,19.7065364,PL,51.919438,19.145136,PL
46783,7.656119799225963e+16,7.656119800723251e+16,-23.5505199,-46.63330939999999,BR,53.7190281,-2.0727839,GB
46789,7.656119798469443e+16,7.656119800724619e+16,26.074478,119.296482,CN,35.0077519,-97.092877,US
46790,7.656119798570738e+16,7.656119800724619e+16,37.66399759999999,127.9784585,KP,35.0077519,-97.092877,US
46791,7.656119799491584e+16,7.656119800724619e+16,30.627977,-96.3344068,US,35.0077519,-97.092877,US
46792,7.656119800417133e+16,7.656119800724619e+16,-35.4734679,149.0123679,AU,35.0077519,-97.092877,US
46793,7.65611980065191e+16,7.656119800724619e+16,44.68198659999999,-63.744311,CA,35.0077519,-97.092877,US
46818,7.65611979705459e+16,7.656119800729128e+16,33.091788,-97.0466759,US,37.09024,-95.712891,US
46819,7.656119797607389e+16,7.656119800731246e+16,-3.1190275,-60.0217314,BR,-22.9068467,-43.1728965,BR
46820,7.656119799213534e+16,7.656119800731246e+16,-23.2639992,-47.29967329999999,BR,-22.9068467,-43.1728965,BR
46821,7.656119799299989e+16,7.656119800731246e+16,-22.9099384,-47.0626332,BR,-22.9068467,-43.1728965,BR
46822,7.656119799934411e+16,7.656119800731246e+16,34.0522342,-118.2436849,US,-22.9068467,-43.1728965,BR
46852,7.65611979959465e+16,7.656119800729851e+16,52.132633,5.291265999999999,NL,55.864237,-4.251806,GB
46884,7.656119799976318e+16,7.656119800735048e+16,51.5073509,-0.1277583,GB,52.205337,0.121817,GB
46941,7.656119799317446e+16,7.656119800745923e+16,50.5716595,19.3219768,PL,53.0697159,22.9674639,PL
46942,7.656119799807064e+16,7.656119800745923e+16,41.902916,12.453389,VA,53.0697159,22.9674639,PL
46986,7.656119800668926e+16,7.656119800747672e+16,52.586973,-2.12882,GB,45.5016889,-73.567256,CA
46989,7.65611979992638e+16,7.65611980074732e+16,26.449923,80.3318736,IN,22.9867569,87.8549755,IN
46990,7.656119800507811e+16,7.65611980074732e+16,22.572646,88.36389500000001,IN,22.9867569,87.8549755,IN
47049,7.656119797175875e+16,7.65611980075572e+16,39.39987199999999,-8.224454,PT,39.39987199999999,-8.224454,PT
47050,7.656119799973734e+16,7.65611980075572e+16,38.7222524,-9.1393366,PT,39.39987199999999,-8.224454,PT
47054,7.656119799472923e+16,7.656119800762042e+16,36.778261,-119.4179324,US,55.755826,37.6172999,RU
47055,7.65611979985921e+16,7.656119800762042e+16,53.7190281,-2.0727839,GB,55.755826,37.6172999,RU
47059,7.656119799260584e+16,7.656119800758944e+16,41.6488226,-0.8890853,ES,18.109581,-77.297508,JM
47060,7.656119800372102e+16,7.656119800758944e+16,51.919438,19.145136,PL,18.109581,-77.297508,JM
47061,7.656119800500786e+16,7.656119800758944e+16,50.0411867,21.9991196,PL,18.109581,-77.297508,JM
47084,7.656119800437811e+16,7.656119800765976e+16,40.7177545,-74.0431435,US,39.0997265,-94.5785667,US
47142,7.656119798750222e+16,7.656119800768336e+16,31.9685988,-99.9018131,US,61.52401,105.318756,RU
47189,7.65611979937348e+16,7.656119800778614e+16,-40.900557,174.885971,NZ,-40.900557,174.885971,NZ
47190,7.656119799491245e+16,7.656119800778614e+16,-40.900557,174.885971,NZ,-40.900557,174.885971,NZ
47199,7.656119800539722e+16,7.656119800777003e+16,47.24128,9.601899999999999,AT,50.0755381,14.4378005,CZ
47203,7.656119798460323e+16,7.656119800776232e+16,61.52401,105.318756,RU,55.5986469,37.3511492,RU
47247,7.656119799218683e+16,7.656119800787827e+16,55.755826,37.6172999,RU,56.3427702,37.52884160000001,RU
47296,7.656119798053046e+16,7.656119800793258e+16,55.99025719999999,13.5957692,SE,53.7190281,-2.0727839,GB
47327,7.656119799388018e+16,7.65611980079346e+16,55.755826,37.6172999,RU,35.011564,135.7681489,JP
47328,7.656119799419245e+16,7.65611980079345e+16,55.8581302,9.8475881,DK,56.26392,9.501785,DK
47329,7.65611980004201e+16,7.65611980079345e+16,57.442711,10.521006,DK,56.26392,9.501785,DK
47330,7.656119800420368e+16,7.65611980079345e+16,55.476466,8.459405,DK,56.26392,9.501785,DK
47377,7.656119799123226e+16,7.656119800796832e+16,51.165691,10.451526,DE,48.3705449,10.89779,DE
47378,7.656119799831398e+16,7.656119800796832e+16,37.09024,-95.712891,US,48.3705449,10.89779,DE
47379,7.656119800203586e+16,7.656119800796832e+16,51.4826537,5.2321687,NL,48.3705449,10.89779,DE
47400,7.656119799545997e+16,7.656119800805442e+16,45.3453029,34.4997274,UA,18.335765,-64.896335,VI
47406,7.656119799474235e+16,7.656119800805195e+16,52.406374,16.9251681,PL,52.406374,16.9251681,PL
47415,7.656119799751016e+16,7.656119800807774e+16,55.00835259999999,82.9357327,RU,55.755826,37.6172999,RU
47416,7.6561197999651e+16,7.656119800807774e+16,55.00835259999999,82.9357327,RU,55.755826,37.6172999,RU
47424,7.656119797477853e+16,7.65611980080755e+16,58.17502899999999,13.553217,SE,30.375321,69.34511599999999,PK
47425,7.656119799225298e+16,7.65611980080755e+16,60.12816100000001,18.643501,SE,30.375321,69.34511599999999,PK
47460,7.656119797422285e+16,7.656119800813736e+16,44.8381237,11.619787,IT,64.146582,-21.9426354,IS
47461,7.656119797957307e+16,7.656119800813736e+16,64.146582,-21.9426354,IS,64.146582,-21.9426354,IS
47462,7.656119799903488e+16,7.656119800813736e+16,45.6332679,8.887610300000002,IT,64.146582,-21.9426354,IS
47463,7.65611980004617e+16,7.656119800813736e+16,37.5999938,14.0153557,IT,64.146582,-21.9426354,IS
47464,7.656119800254838e+16,7.656119800813736e+16,41.87194,12.56738,IT,64.146582,-21.9426354,IS
47465,7.656119800596645e+16,7.656119800813736e+16,41.87194,12.56738,IT,64.146582,-21.9426354,IS
47466,7.65611980065119e+16,7.656119800813736e+16,41.4621984,15.5446302,IT,64.146582,-21.9426354,IS
47467,7.656119800765286e+16,7.656119800813736e+16,37.5078772,15.0830304,IT,64.146582,-21.9426354,IS
47470,7.6561197996369e+16,7.656119800816872e+16,55.755826,37.6172999,RU,61.52401,105.318756,RU
47472,7.65611979659141e+16,7.656119800814859e+16,37.09024,-95.712891,US,38.8338816,-104.8213634,US
47484,7.656119799804686e+16,7.656119800816008e+16,41.3517302,-8.7478619,PT,43.7228386,10.4016888,IT
47488,7.65611979934492e+16,7.656119800817315e+16,47.2357137,39.701505,RU,59.9342802,30.3350986,RU
47503,7.656119797583088e+16,7.656119800816043e+16,37.2638324,-122.0230146,US,55.40375599999999,10.40237,DK
47507,7.656119796976646e+16,7.656119800816587e+16,44.3148443,-85.60236429999999,US,-14.270972,-170.132217,US
47517,7.656119800029878e+16,7.656119800820982e+16,58.41080700000001,15.6213728,SE,56.83892609999999,60.6057025,RU
47524,7.65611979672177e+16,7.65611980082218e+16,61.4977524,23.7609535,FI,49.0253085,-122.802962,CA
47525,7.65611980008825e+16,7.65611980082218e+16,51.165691,10.451526,DE,49.0253085,-122.802962,CA
47552,7.656119799341642e+16,7.656119800823267e+16,45.943161,24.96676,RO,8.2733455,20.7122465,CF
47553,7.656119799735034e+16,7.656119800823267e+16,45.4353208,28.0079945,RO,8.2733455,20.7122465,CF
47554,7.656119800377229e+16,7.656119800823267e+16,45.2652463,27.9594714,RO,8.2733455,20.7122465,CF
47644,7.656119797704216e+16,7.656119800832248e+16,44.016521,21.005859,RS,63.4305149,10.3950528,NO
47645,7.656119800227651e+16,7.656119800832248e+16,58.34234909999999,6.2773121,NO,63.4305149,10.3950528,NO
47681,7.656119796326802e+16,7.656119800838051e+16,32.1656221,-82.9000751,US,31.9685988,-99.9018131,US
47682,7.656119797775454e+16,7.656119800838051e+16,51.05769480000001,-1.3080629,GB,31.9685988,-99.9018131,US
47683,7.656119798483606e+16,7.656119800838051e+16,33.8958492,-118.2200712,US,31.9685988,-99.9018131,US
47684,7.656119800080846e+16,7.656119800838051e+16,43.7844397,-88.7878678,US,31.9685988,-99.9018131,US
47690,7.65611979879301e+16,7.656119800845398e+16,51.165691,10.451526,DE,27.6648274,-81.5157535,US
47691,7.656119798985904e+16,7.656119800845398e+16,-14.235004,-51.92528,BR,27.6648274,-81.5157535,US
47692,7.65611979947787e+16,7.656119800845398e+16,51.57424469999999,0.4856781,GB,27.6648274,-81.5157535,US
47693,7.65611980057979e+16,7.656119800845398e+16,43.653226,-79.3831843,CA,27.6648274,-81.5157535,US
47709,7.656119797061763e+16,7.65611980084468e+16,55.604981,13.003822,SE,57.2350156,16.1849349,SE
47710,7.656119800708037e+16,7.65611980084468e+16,61.52401,105.318756,RU,57.2350156,16.1849349,SE
47720,7.656119799949238e+16,7.656119800843888e+16,57.107118,12.2520907,SE,60.12816100000001,18.643501,SE
47725,7.65611980016023e+16,7.656119800842397e+16,53.4575955,-2.1578377,GB,53.002668,-2.179404,GB
47735,7.656119797172118e+16,7.656119800838741e+16,37.09024,-95.712891,US,34.7071301,33.0226174,CY
47777,7.656119798871782e+16,7.656119800850646e+16,55.5986469,37.3511492,RU,61.52401,105.318756,RU
47778,7.656119799919965e+16,7.656119800850646e+16,49.56797270000001,50.8066616,KZ,61.52401,105.318756,RU
47813,7.656119798017698e+16,7.656119800853107e+16,42.1103041,-88.03424000000001,US,48.4284207,-123.3656444,CA
47823,7.656119799308768e+16,7.656119800854634e+16,63.09508899999999,21.6164564,FI,49.9751815,19.8288749,PL
47824,7.656119799586638e+16,7.656119800854634e+16,43.1393867,-80.2644254,CA,49.9751815,19.8288749,PL
47825,7.656119800225064e+16,7.656119800854634e+16,61.92410999999999,25.7481511,FI,49.9751815,19.8288749,PL
47826,7.656119798966083e+16,7.656119800855104e+16,47.7515686,1.6750631,FR,48.554457,7.681749000000001,FR
47827,7.656119799628736e+16,7.656119800855104e+16,49.44323199999999,1.099971,FR,48.554457,7.681749000000001,FR
47851,7.656119796108816e+16,7.656119800859515e+16,56.130366,-106.346771,CA,37.09024,-95.712891,US
47852,7.65611979981422e+16,7.656119800859515e+16,37.09024,-95.712891,US,37.09024,-95.712891,US
47878,7.656119798052776e+16,7.656119800859595e+16,51.44164199999999,5.4697225,NL,37.09024,-95.712891,US
47879,7.656119800129558e+16,7.656119800859595e+16,35.0077519,-97.092877,US,37.09024,-95.712891,US
47880,7.656119800143648e+16,7.656119800859595e+16,39.2903848,-76.6121893,US,37.09024,-95.712891,US
47881,7.656119800144824e+16,7.656119800859595e+16,60.12816100000001,18.643501,SE,37.09024,-95.712891,US
47965,7.65611979850057e+16,7.656119800865824e+16,38.9071923,-77.0368707,US,37.66399759999999,127.9784585,KP
47966,7.656119800715027e+16,7.656119800865824e+16,14.8320446,120.9051758,PH,37.66399759999999,127.9784585,KP
47976,7.656119797968027e+16,7.656119800877067e+16,37.0193548,-7.9304397,PT,39.39987199999999,-8.224454,PT
47977,7.656119797976792e+16,7.656119800877067e+16,39.39987199999999,-8.224454,PT,39.39987199999999,-8.224454,PT
47978,7.656119799213522e+16,7.656119800877067e+16,39.39987199999999,-8.224454,PT,39.39987199999999,-8.224454,PT
47992,7.656119799154829e+16,7.656119800871171e+16,-38.416097,-63.61667199999999,AR,-38.416097,-63.61667199999999,AR
47993,7.656119800256771e+16,7.656119800871171e+16,-34.6036844,-58.3815591,AR,-38.416097,-63.61667199999999,AR
47998,7.656119796135728e+16,7.656119800871574e+16,27.950575,-82.4571776,US,-23.5505199,-46.63330939999999,BR
47999,7.656119798476474e+16,7.656119800871574e+16,-14.235004,-51.92528,BR,-23.5505199,-46.63330939999999,BR
48000,7.656119799366731e+16,7.656119800871574e+16,-23.3044524,-51.1695824,BR,-23.5505199,-46.63330939999999,BR
48001,7.656119799416962e+16,7.656119800871574e+16,-21.2484875,-45.0013747,BR,-23.5505199,-46.63330939999999,BR
48002,7.656119799729002e+16,7.656119800871574e+16,-23.5505199,-46.63330939999999,BR,-23.5505199,-46.63330939999999,BR
48043,7.656119800826866e+16,7.65611980088141e+16,46.8963711,19.6896861,HU,47.162494,19.5033041,HU
48068,7.656119796415066e+16,7.65611980088069e+16,-14.235004,-51.92528,BR,37.09024,-95.712891,US
48069,7.656119799242251e+16,7.65611980088069e+16,-15.826691,-47.92182039999999,BR,37.09024,-95.712891,US
48070,7.656119800334154e+16,7.65611980088069e+16,-16.6868912,-49.2647943,BR,37.09024,-95.712891,US
48071,7.656119800346446e+16,7.65611980088069e+16,37.09024,-95.712891,US,37.09024,-95.712891,US
48077,7.656119800093253e+16,7.656119800877427e+16,51.8927182,21.0021679,PL,57.1612975,65.5250172,RU
48114,7.656119797828485e+16,7.656119800884411e+16,38.8028687,-9.3816589,PT,41.1579438,-8.629105299999999,PT
48115,7.656119799254134e+16,7.656119800884411e+16,41.5454486,-8.426506999999999,PT,41.1579438,-8.629105299999999,PT
48116,7.656119800151565e+16,7.656119800884411e+16,41.1579438,-8.629105299999999,PT,41.1579438,-8.629105299999999,PT
48117,7.65611980068237e+16,7.656119800884411e+16,41.1368602,-8.6193258,PT,41.1579438,-8.629105299999999,PT
48219,7.65611979641561e+16,7.656119800900011e+16,-23.5505199,-46.63330939999999,BR,-26.9105964,-48.6709514,BR
48220,7.656119798377179e+16,7.656119800900011e+16,-30.0346316,-51.2176986,BR,-26.9105964,-48.6709514,BR
48221,7.656119798560117e+16,7.656119800900011e+16,30.5082551,-97.678896,US,-26.9105964,-48.6709514,BR
48222,7.656119799729002e+16,7.656119800900011e+16,-23.5505199,-46.63330939999999,BR,-26.9105964,-48.6709514,BR
48223,7.656119799845818e+16,7.656119800900011e+16,-23.5505199,-46.63330939999999,BR,-26.9105964,-48.6709514,BR
48224,7.656119799884453e+16,7.656119800900011e+16,43.15657789999999,-77.6088465,US,-26.9105964,-48.6709514,BR
48225,7.656119800871574e+16,7.656119800900011e+16,-23.5505199,-46.63330939999999,BR,-26.9105964,-48.6709514,BR
48234,7.656119800564478e+16,7.656119800898088e+16,39.7392358,-104.990251,US,45.253783,-69.4454689,US
48263,7.656119796111448e+16,7.656119800907334e+16,50.8503396,4.3517103,BE,52.132633,5.291265999999999,NL
48264,7.656119799327822e+16,7.656119800907334e+16,1.352083,103.819836,SG,52.132633,5.291265999999999,NL
48312,7.656119797254562e+16,7.656119800912835e+16,60.12816100000001,18.643501,SE,59.60249579999999,18.1384383,SE
48348,7.656119798885674e+16,7.656119800913098e+16,-25.274398,133.775136,AU,-30.5015616,151.6661993,AU
48349,7.656119799118046e+16,7.656119800913098e+16,-20.9175738,142.7027956,AU,-30.5015616,151.6661993,AU
48350,7.656119799811933e+16,7.656119800913098e+16,-33.8688197,151.2092955,AU,-30.5015616,151.6661993,AU
48432,7.656119798978904e+16,7.656119800924386e+16,51.5460798,6.5899097,DE,51.4344079,6.762329299999999,DE
48433,7.656119799289731e+16,7.656119800924386e+16,51.165691,10.451526,DE,51.4344079,6.762329299999999,DE
48434,7.656119799813835e+16,7.656119800924386e+16,54.5626002,18.3935435,PL,51.4344079,6.762329299999999,DE
48471,7.656119797681427e+16,7.656119800922077e+16,45.5051064,-122.6750261,US,35.1855659,33.38227639999999,CY
48472,7.65611979782518e+16,7.656119800922077e+16,34.7071301,33.0226174,CY,35.1855659,33.38227639999999,CY
48473,7.656119799510256e+16,7.656119800922077e+16,34.7071301,33.0226174,CY,35.1855659,33.38227639999999,CY
48480,7.65611979717664e+16,7.656119800921235e+16,37.09024,-95.712891,US,53.7190281,-2.0727839,GB
48481,7.65611979931459e+16,7.656119800921235e+16,53.7892877,-2.2405035,GB,53.7190281,-2.0727839,GB
48482,7.656119800469893e+16,7.656119800921235e+16,60.47202399999999,8.468945999999999,NO,53.7190281,-2.0727839,GB
48483,7.656119800469114e+16,7.656119800921235e+16,38.963745,35.243322,TR,53.7190281,-2.0727839,GB
48524,7.656119799324842e+16,7.656119800927894e+16,53.7190281,-2.0727839,GB,61.92410999999999,25.7481511,FI
48547,7.656119800201802e+16,7.656119800933331e+16,51.165691,10.451526,DE,50.503887,4.469936,BE
48558,7.656119796723677e+16,7.65611980093491e+16,32.3078,-64.7505,BM,37.09024,-95.712891,US
48559,7.656119798656355e+16,7.65611980093491e+16,41.41112589999999,-8.5237319,PT,37.09024,-95.712891,US
48560,7.656119798657146e+16,7.65611980093491e+16,34.4208305,-119.6981901,US,37.09024,-95.712891,US
48561,7.656119799666085e+16,7.65611980093491e+16,37.09024,-95.712891,US,37.09024,-95.712891,US
